Product_ID,Product_Name,Category,Cost_Price,Selling_Price,Demand,Revenue,Date,Inventory,Competitor_Price,Season
PRD-0293,Instant Pot,Home Appliances,20683,30843,192,5921856,2024-11-29,358,29397,Autumn
PRD-0294,Data Science Handbook,Books,201,345,372,128340,2023-01-01,927,339,Winter
PRD-0295,Phone Case Pro,Accessories,1058,1862,99,184338,2024-11-01,191,1736,Autumn
PRD-0296,Vitamin C Serum,Beauty,1508,2086,156,325416,2023-08-28,150,2211,Summer
PRD-0297,Denim Jeans,Fashion,1827,2440,29,70760,2023-01-10,29,2572,Winter
PRD-0298,Business Strategy,Books,346,463,45,20835,2023-04-15,59,406,Spring
PRD-0299,Olive Oil 1L,Grocery,934,1500,24,36000,2024-07-30,37,1306,Summer
PRD-0300,Dumbbell Set,Sports,6463,10145,46,466670,2023-08-11,96,9970,Summer
PRD-0301,Induction Cooktop,Home Appliances,13601,19825,93,1843725,2023-09-11,162,21556,Autumn
PRD-0302,Stand Mixer,Home Appliances,27706,44725,267,11941575,2024-11-05,489,49393,Autumn
PRD-0303,Bluetooth Speaker,Electronics,20073,24745,157,3884965,2023-09-03,259,27699,Autumn
PRD-0304,Air Purifier,Home Appliances,34567,60850,149,9066650,2024-08-05,163,54132,Summer
PRD-0305,Robot Vacuum,Home Appliances,2551,3165,381,1205865,2023-02-10,563,2939,Winter
PRD-0306,Silk Scarf,Fashion,4736,6826,225,1535850,2024-07-04,299,7114,Summer
PRD-0307,Coffee Maker,Home Appliances,34152,44166,247,10909002,2024-08-23,484,41870,Summer
PRD-0308,Bluetooth Speaker,Electronics,42228,72120,235,16948200,2023-03-30,433,62555,Spring
PRD-0309,Wireless Earbuds,Electronics,11092,18022,193,3478246,2023-06-17,324,19111,Summer
PRD-0310,History of AI,Books,218,278,216,60048,2023-10-03,503,301,Autumn
PRD-0311,Silk Scarf,Fashion,3220,3987,250,996750,2024-08-13,417,4241,Summer
PRD-0312,Wireless Earbuds,Electronics,23752,32138,195,6266910,2024-08-10,402,28309,Summer
PRD-0313,Smartphone X12,Electronics,17472,25912,92,2383904,2023-06-03,79,25002,Summer
PRD-0314,Jump Rope,Sports,1804,2434,94,228796,2023-11-24,135,2738,Autumn
PRD-0315,Air Purifier,Home Appliances,7918,13323,58,772734,2024-02-15,74,15247,Winter
PRD-0316,Finance Freedom,Books,185,273,161,43953,2023-10-26,299,262,Autumn
PRD-0317,Coconut Milk,Grocery,1397,2327,276,642252,2024-07-13,224,2489,Summer
PRD-0318,Basmati Rice 5kg,Grocery,804,1272,335,426120,2023-01-10,642,1346,Winter
PRD-0319,History of AI,Books,193,293,335,98155,2024-05-18,349,270,Spring
PRD-0320,Designer Jacket,Fashion,9713,16885,350,5909750,2024-12-18,725,16985,Winter
PRD-0321,Instant Pot,Home Appliances,23028,33082,183,6054006,2023-03-05,220,33994,Spring
PRD-0322,Leather Bag,Fashion,9760,14013,145,2031885,2023-12-01,134,15408,Winter
PRD-0323,Denim Jeans,Fashion,2054,2667,66,176022,2024-02-21,139,2640,Winter
PRD-0324,Coconut Milk,Grocery,445,566,130,73580,2024-12-03,237,508,Winter
PRD-0325,Leather Bag,Fashion,1983,3226,256,825856,2024-02-10,318,3679,Winter
PRD-0326,Sunglasses UV400,Accessories,5341,9148,109,997132,2024-07-17,236,9302,Summer
PRD-0327,Smartphone X12,Electronics,8145,13591,265,3601615,2023-07-22,496,12459,Summer
PRD-0328,Foundation Pro,Beauty,3228,4019,370,1487030,2023-07-22,377,4618,Summer
PRD-0329,Desk Organizer,Accessories,862,1522,157,238954,2024-08-10,258,1317,Summer
PRD-0330,Almond Butter,Grocery,325,432,117,50544,2023-10-14,216,391,Autumn
PRD-0331,Stand Mixer,Home Appliances,18463,31935,96,3065760,2023-03-31,109,31734,Spring
PRD-0332,Self Help Master,Books,409,688,324,222912,2024-01-27,559,749,Winter
PRD-0333,Air Fryer,Home Appliances,14817,19379,35,678265,2023-08-13,45,18326,Summer
PRD-0334,Cycling Helmet,Sports,3847,6386,69,440634,2023-06-13,86,7343,Summer
PRD-0335,Yoga Mat Pro,Sports,5419,9584,175,1677200,2024-02-02,391,9802,Winter
PRD-0336,Gaming Console,Electronics,46117,74644,303,22617132,2023-01-29,535,83914,Winter
PRD-0337,Smart Watch,Electronics,47672,80386,145,11655970,2024-07-09,138,91730,Summer
PRD-0338,Formal Shirt,Fashion,699,1039,65,67535,2024-09-20,131,987,Autumn
PRD-0339,Desk Organizer,Accessories,522,673,305,205265,2023-05-26,690,714,Spring
PRD-0340,Desk Organizer,Accessories,4005,6397,124,793228,2023-12-11,132,6562,Winter
PRD-0341,Key Finder,Accessories,3706,4835,413,1996855,2024-12-11,581,5515,Winter
PRD-0342,Hair Growth Oil,Beauty,1449,2377,286,679822,2023-07-01,690,2230,Summer
PRD-0343,Organic Rice 5kg,Grocery,337,469,91,42679,2024-09-18,218,512,Autumn
PRD-0344,Laptop Pro,Electronics,17138,30667,260,7973420,2023-04-01,530,27612,Spring
PRD-0345,Designer Jacket,Fashion,3152,4254,223,948642,2023-09-20,197,3702,Autumn
PRD-0346,Almond Butter,Grocery,1360,2354,148,348392,2024-01-23,327,2349,Winter
PRD-0347,Running Shoes,Sports,1390,1729,26,44954,2023-10-29,25,1908,Autumn
PRD-0348,Silk Scarf,Fashion,2109,2626,164,430664,2023-04-06,380,2974,Spring
PRD-0349,Eye Cream,Beauty,3310,4300,45,193500,2023-06-10,111,4803,Summer
PRD-0350,Green Tea Pack,Grocery,959,1322,227,300094,2024-02-07,241,1162,Winter
PRD-0351,Almond Butter,Grocery,214,363,74,26862,2024-05-06,81,377,Spring
PRD-0352,Denim Jeans,Fashion,5236,6646,196,1302616,2024-04-27,187,7214,Spring
PRD-0353,Instant Pot,Home Appliances,14244,20353,109,2218477,2023-02-15,129,18439,Winter
PRD-0354,Designer Jacket,Fashion,2011,3254,103,335162,2024-11-15,252,2860,Autumn
PRD-0355,Air Purifier,Home Appliances,29746,50302,281,14134862,2024-07-02,498,49074,Summer
PRD-0356,Sneakers Pro,Fashion,1290,2247,212,476364,2024-05-29,376,2391,Spring
PRD-0357,Smart Ring,Accessories,850,1406,345,485070,2023-06-21,350,1268,Summer
PRD-0358,Almond Butter,Grocery,362,613,93,57009,2024-09-01,219,548,Autumn
PRD-0359,Bluetooth Speaker,Electronics,33375,51105,219,11191995,2024-06-16,468,56573,Summer
PRD-0360,Eye Cream,Beauty,571,736,322,236992,2024-08-19,764,751,Summer
PRD-0361,Robot Vacuum,Home Appliances,27930,48053,142,6823526,2024-02-25,252,53533,Winter
PRD-0362,Instant Pot,Home Appliances,11089,14264,172,2453408,2024-12-11,395,14729,Winter
PRD-0363,Vitamin C Serum,Beauty,2661,4663,181,844003,2023-01-21,240,5218,Winter
PRD-0364,Python ML Guide,Books,549,734,232,170288,2024-03-29,473,690,Spring
PRD-0365,Robot Vacuum,Home Appliances,8202,10883,312,3395496,2024-05-11,685,11941,Spring
PRD-0366,Instant Pot,Home Appliances,4165,6771,266,1801086,2024-06-20,300,6575,Summer
PRD-0367,Data Science Handbook,Books,252,371,107,39697,2024-12-22,170,418,Winter
PRD-0368,Premium Coffee,Grocery,986,1326,85,112710,2024-04-01,153,1322,Spring
PRD-0369,Summer Dress,Fashion,8877,12030,117,1407510,2023-04-03,126,13224,Spring
PRD-0370,Coffee Maker,Home Appliances,30285,48106,214,10294684,2023-10-03,486,50670,Autumn
PRD-0371,Sunglasses UV400,Accessories,2760,3531,100,353100,2023-01-09,240,3185,Winter
PRD-0372,Foundation Pro,Beauty,1599,2280,73,166440,2023-09-16,123,2177,Autumn
PRD-0373,Moisturizer SPF50,Beauty,224,403,270,108810,2024-01-19,346,459,Winter
PRD-0374,Body Lotion,Beauty,411,737,103,75911,2023-10-11,239,768,Autumn
PRD-0375,Summer Dress,Fashion,5673,7626,109,831234,2024-09-06,113,6612,Autumn
PRD-0376,LED Monitor,Electronics,55871,75742,294,22268148,2024-02-02,732,73892,Winter
PRD-0377,Protein Powder,Sports,5168,6891,320,2205120,2024-05-02,532,6963,Spring
PRD-0378,Business Strategy,Books,270,400,272,108800,2024-07-26,532,429,Summer
PRD-0379,Denim Jeans,Fashion,2723,3632,279,1013328,2024-03-06,347,4037,Spring
PRD-0380,Denim Jeans,Fashion,5205,8952,46,411792,2024-09-27,76,9176,Autumn
PRD-0381,Leadership 101,Books,367,531,71,37701,2023-06-04,106,590,Summer
PRD-0382,Water Purifier,Home Appliances,6726,11551,162,1871262,2023-03-24,178,10443,Spring
PRD-0383,Vitamin C Serum,Beauty,1692,2243,303,679629,2024-08-13,636,2427,Summer
PRD-0384,Bluetooth Speaker,Electronics,37308,53799,32,1721568,2024-01-28,65,61309,Winter
PRD-0385,Desk Organizer,Accessories,4287,6510,201,1308510,2023-01-05,398,5568,Winter
PRD-0386,Summer Dress,Fashion,1527,2294,244,559736,2023-03-08,316,2161,Spring
PRD-0387,Protein Powder,Sports,3206,5168,107,552976,2024-05-16,258,4600,Spring
PRD-0388,Minimalist Watch,Accessories,303,404,319,128876,2023-08-05,347,463,Summer
PRD-0389,Organic Rice 5kg,Grocery,588,932,42,39144,2024-09-30,81,1008,Autumn
PRD-0390,Vitamin C Serum,Beauty,359,456,186,84816,2023-05-07,197,448,Spring
PRD-0391,Vitamin C Serum,Beauty,1194,1907,216,411912,2023-10-04,327,2000,Autumn
PRD-0392,Python ML Guide,Books,266,444,71,31524,2024-09-15,120,444,Autumn
PRD-0393,Silk Scarf,Fashion,3454,4226,253,1069178,2023-08-01,303,4221,Summer
PRD-0394,Laptop Pro,Electronics,51251,87185,391,34089335,2023-06-02,363,91606,Summer
PRD-0395,Fitness Tracker,Sports,4617,6806,151,1027706,2023-09-28,166,7781,Autumn
PRD-0396,Tablet Z,Electronics,23371,37535,54,2026890,2023-04-29,47,36702,Spring
PRD-0397,Business Strategy,Books,285,495,266,131670,2023-10-02,581,563,Autumn
PRD-0398,Bluetooth Speaker,Electronics,25413,37457,403,15095171,2024-12-07,767,41229,Winter
PRD-0399,Resistance Bands,Sports,1188,1943,76,147668,2023-06-13,123,2224,Summer
PRD-0400,Water Purifier,Home Appliances,7982,11397,363,4137111,2023-01-30,739,10914,Winter
PRD-0401,Creative Thinking,Books,527,668,50,33400,2023-02-17,41,650,Winter
PRD-0402,Self Help Master,Books,551,883,251,221633,2024-06-19,385,840,Summer
PRD-0403,Cycling Helmet,Sports,2617,4202,323,1357246,2024-07-25,265,4057,Summer
PRD-0404,Key Finder,Accessories,4800,8264,100,826400,2024-05-18,127,7210,Spring
PRD-0405,Induction Cooktop,Home Appliances,15308,20528,191,3920848,2024-08-09,298,20276,Summer
PRD-0406,LED Monitor,Electronics,43007,52067,189,9840663,2023-02-06,180,50559,Winter
PRD-0407,Stand Mixer,Home Appliances,31374,48234,316,15241944,2024-04-12,282,50471,Spring
PRD-0408,Winter Coat,Fashion,3820,6343,124,786532,2024-11-03,120,6533,Autumn
PRD-0409,Vitamin C Serum,Beauty,1326,2251,190,427690,2023-10-26,186,2565,Autumn
PRD-0410,Creative Thinking,Books,208,339,97,32883,2023-04-20,98,362,Spring
PRD-0411,Self Help Master,Books,337,562,235,132070,2023-04-21,441,599,Spring
PRD-0412,Moisturizer SPF50,Beauty,2748,4040,66,266640,2024-05-31,112,4232,Spring
PRD-0413,Bluetooth Speaker,Electronics,47780,71181,232,16513992,2023-07-01,507,71359,Summer
PRD-0414,Gaming Console,Electronics,30710,43940,324,14236560,2024-12-10,790,50261,Winter
PRD-0415,Key Finder,Accessories,4546,5832,136,793152,2024-06-08,308,6011,Summer
PRD-0416,Perfume Luxe,Beauty,863,1359,301,409059,2023-12-20,604,1274,Winter
PRD-0417,Smart Ring,Accessories,2921,4722,247,1166334,2023-04-29,442,4470,Spring
PRD-0418,Minimalist Watch,Accessories,3841,6669,276,1840644,2024-03-08,233,6737,Spring
PRD-0419,Smartphone X12,Electronics,15195,25073,170,4262410,2023-10-21,154,22523,Autumn
PRD-0420,Running Shoes,Sports,5349,6522,244,1591368,2023-04-15,428,7136,Spring
PRD-0421,Silk Scarf,Fashion,2876,4805,202,970610,2023-10-22,293,5236,Autumn
PRD-0422,Protein Granola,Grocery,1356,1671,271,452841,2023-07-27,618,1793,Summer
PRD-0423,Finance Freedom,Books,460,703,114,80142,2023-07-18,223,725,Summer
PRD-0424,Wireless Earbuds,Electronics,42489,54030,135,7294050,2023-10-13,242,46584,Autumn
PRD-0425,Leather Bag,Fashion,5163,9100,175,1592500,2023-11-27,326,7844,Autumn
PRD-0426,History of AI,Books,351,542,124,67208,2024-12-25,138,519,Winter
PRD-0427,Wireless Earbuds,Electronics,26212,39900,295,11770500,2023-08-15,402,35016,Summer
PRD-0428,Winter Coat,Fashion,10466,17732,74,1312168,2023-01-10,89,20291,Winter
PRD-0429,Perfume Luxe,Beauty,3364,5414,135,730890,2023-04-27,173,5123,Spring
PRD-0430,Desk Organizer,Accessories,2977,4481,245,1097845,2023-10-31,410,4463,Autumn
PRD-0431,Smart Ring,Accessories,5447,9064,41,371624,2024-10-03,87,9154,Autumn
PRD-0432,Leadership 101,Books,493,652,275,179300,2024-03-21,569,716,Spring
PRD-0433,LED Monitor,Electronics,41560,50817,258,13110786,2023-07-02,459,44311,Summer
PRD-0434,Sneakers Pro,Fashion,4576,6730,25,168250,2023-11-20,43,6537,Autumn
PRD-0435,Moisturizer SPF50,Beauty,2695,4181,140,585340,2023-03-16,181,4433,Spring
PRD-0436,Moisturizer SPF50,Beauty,1129,1983,25,49575,2024-11-07,29,1912,Autumn
PRD-0437,Fitness Tracker,Sports,6733,8662,149,1290638,2024-10-25,259,9123,Autumn
PRD-0438,Robot Vacuum,Home Appliances,3379,5216,312,1627392,2024-07-14,646,5050,Summer
PRD-0439,Desk Organizer,Accessories,1343,2341,72,168552,2023-05-26,160,2588,Spring
PRD-0440,Wireless Earbuds,Electronics,39220,60414,157,9484998,2024-07-16,203,52338,Summer
PRD-0441,Laptop Pro,Electronics,15068,23331,86,2006466,2024-01-01,83,26491,Winter
PRD-0442,Coffee Maker,Home Appliances,12487,18361,199,3653839,2023-11-10,351,19002,Autumn
PRD-0443,Jump Rope,Sports,1430,1985,314,623290,2024-12-30,700,2155,Winter
PRD-0444,Gaming Console,Electronics,49772,73549,132,9708468,2023-11-09,250,70432,Autumn
PRD-0445,Tablet Z,Electronics,48794,62652,237,14848524,2023-09-27,483,63378,Autumn
PRD-0446,Data Science Handbook,Books,483,747,360,268920,2023-08-06,621,807,Summer
PRD-0447,Key Finder,Accessories,3731,4810,245,1178450,2024-08-26,390,4655,Summer
PRD-0448,Induction Cooktop,Home Appliances,14008,16899,210,3548790,2024-09-20,218,15575,Autumn
PRD-0449,Wireless Earbuds,Electronics,42532,63377,246,15590742,2023-08-13,307,60692,Summer
PRD-0450,Formal Shirt,Fashion,5679,9512,245,2330440,2024-04-10,466,9193,Spring
PRD-0451,Tablet Z,Electronics,47578,64610,147,9497670,2023-06-28,264,65470,Summer
PRD-0452,Python ML Guide,Books,362,516,197,101652,2024-06-12,273,579,Summer
PRD-0453,Yoga Mat Pro,Sports,3662,4700,152,714400,2023-03-20,160,4229,Spring
PRD-0454,Laptop Pro,Electronics,38717,56092,161,9030812,2023-04-27,186,53235,Spring
PRD-0455,Bluetooth Speaker,Electronics,6145,7533,71,534843,2023-06-14,164,7699,Summer
PRD-0456,Wireless Earbuds,Electronics,18171,23768,345,8199960,2024-09-05,791,27035,Autumn
PRD-0457,Fitness Tracker,Sports,6647,8840,269,2377960,2024-04-27,595,9123,Spring
PRD-0458,Instant Pot,Home Appliances,22566,33995,134,4555330,2024-12-03,242,30606,Winter
PRD-0459,Silk Scarf,Fashion,1822,2205,257,566685,2024-05-31,470,2220,Spring
PRD-0460,Smartphone X12,Electronics,49765,75586,163,12320518,2023-04-06,298,81309,Spring
PRD-0461,Leadership 101,Books,364,518,164,84952,2024-06-26,266,447,Summer
PRD-0462,Protein Powder,Sports,4247,6986,249,1739514,2024-12-14,307,7534,Winter
PRD-0463,Resistance Bands,Sports,2198,3794,27,102438,2023-07-13,22,3690,Summer
PRD-0464,Air Purifier,Home Appliances,14376,19023,154,2929542,2024-02-23,294,20760,Winter
PRD-0465,Silk Scarf,Fashion,6147,9633,336,3236688,2024-02-11,716,11054,Winter
PRD-0466,Air Fryer,Home Appliances,20450,30476,170,5180920,2024-08-14,349,34942,Summer
PRD-0467,Python ML Guide,Books,457,671,61,40931,2023-06-15,130,711,Summer
PRD-0468,Yoga Mat Pro,Sports,1377,2449,233,570617,2023-04-04,424,2086,Spring
PRD-0469,Tablet Z,Electronics,16310,20355,305,6208275,2024-01-29,584,17532,Winter
PRD-0470,Designer Jacket,Fashion,9957,16849,29,488621,2024-03-25,69,17558,Spring
PRD-0471,Coffee Maker,Home Appliances,3109,4849,244,1183156,2023-08-26,344,4872,Summer
PRD-0472,Hair Growth Oil,Beauty,487,665,130,86450,2024-11-16,218,645,Autumn
PRD-0473,Resistance Bands,Sports,6458,9879,338,3339102,2024-07-26,824,10549,Summer
PRD-0474,Formal Shirt,Fashion,5048,7281,121,881001,2023-06-29,112,6199,Summer
PRD-0475,Denim Jeans,Fashion,8529,15131,118,1785458,2024-08-11,170,16838,Summer
PRD-0476,Coffee Maker,Home Appliances,26997,47967,326,15637242,2024-04-16,528,47375,Spring
PRD-0477,Silk Scarf,Fashion,6837,12283,300,3684900,2023-08-24,420,12935,Summer
PRD-0478,Stand Mixer,Home Appliances,10193,12800,64,819200,2023-12-17,103,13467,Winter
PRD-0479,Green Tea Pack,Grocery,338,557,197,109729,2023-07-14,404,629,Summer
PRD-0480,Self Help Master,Books,244,415,80,33200,2023-12-31,189,457,Winter
PRD-0481,Body Lotion,Beauty,2226,3692,326,1203592,2023-02-13,436,3738,Winter
PRD-0482,History of AI,Books,351,629,159,100011,2023-10-14,162,708,Autumn
PRD-0483,Induction Cooktop,Home Appliances,17785,27113,368,9977584,2024-02-08,580,27133,Winter
PRD-0484,LED Monitor,Electronics,21098,25424,237,6025488,2024-01-24,436,26752,Winter
PRD-0485,Sneakers Pro,Fashion,2871,4257,94,400158,2024-01-10,142,4401,Winter
PRD-0486,Protein Powder,Sports,6024,8239,309,2545851,2023-05-15,675,7448,Spring
PRD-0487,Running Shoes,Sports,4021,6891,142,978522,2023-06-03,215,6263,Summer
PRD-0488,Gaming Console,Electronics,45052,62173,36,2238228,2024-08-04,39,63332,Summer
PRD-0489,Sneakers Pro,Fashion,5265,8308,114,947112,2023-12-09,199,8183,Winter
PRD-0490,Protein Powder,Sports,433,551,86,47386,2024-09-12,164,612,Autumn
PRD-0491,Tablet Z,Electronics,23111,37068,284,10527312,2024-04-02,366,36929,Spring
PRD-0492,Hair Growth Oil,Beauty,3065,4856,249,1209144,2024-03-07,559,5480,Spring
PRD-0493,Wireless Earbuds,Electronics,22525,31267,135,4221045,2024-12-28,170,32702,Winter
PRD-0494,Protein Granola,Grocery,1072,1621,72,116712,2023-06-21,147,1597,Summer
PRD-0495,Moisturizer SPF50,Beauty,895,1287,144,185328,2024-04-29,212,1131,Spring
PRD-0496,Resistance Bands,Sports,996,1565,112,175280,2024-02-04,144,1370,Winter
PRD-0497,Hair Growth Oil,Beauty,1938,2524,277,699148,2024-01-01,446,2172,Winter
PRD-0498,Phone Case Pro,Accessories,3162,4051,97,392947,2024-07-06,182,4596,Summer
PRD-0499,Eye Cream,Beauty,1927,3052,174,531048,2023-12-22,166,2878,Winter
PRD-0500,Silk Scarf,Fashion,3098,4282,108,462456,2023-05-20,88,3640,Spring
